Name,Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value)
MyList,GO Biological Processes,19,GO:0044042,glucan metabolic process,19_GO:0008152 metabolic process,-3.4,21,7.5,30244,54,81,3,3.7,2.1,2632|5834|7360,GBE1|PYGB|UGP2,-1.6
MyList,Reactome Gene Sets,6,R-HSA-71406,Pyruvate metabolism and Citric Acid (TCA) cycle,,-3.4,20,7.4,30244,55,81,3,3.7,2.1,1737|1738|2271,DLAT|DLD|FH,-1.6
MyList,GO Biological Processes,19,GO:0009409,response to cold,19_GO:0050896 response to stimulus,-3.4,20,7.4,30244,55,81,3,3.7,2.1,2203|3320|3329,FBP1|HSP90AA1|HSPD1,-1.6
MyList,KEGG Pathway,24,hsa00480,Glutathione metabolism,,-3.3,20,7.3,30244,57,81,3,3.7,2.1,3417|5226|6723,IDH1|PGD|SRM,-1.5
MyList,GO Biological Processes,19,GO:1901616,organic hydroxy compound catabolic process,19_GO:0008152 metabolic process,-3.3,19,7.2,30244,58,81,3,3.7,2.1,2820|6652|7167,GPD2|SORD|TPI1,-1.5
MyList,GO Biological Processes,19,GO:0006626,protein targeting to mitochondrion,19_GO:0051179 localization,-3.2,18,7,30244,62,81,3,3.7,2.1,3320|3329|25813,HSP90AA1|HSPD1|SAMM50,-1.4
MyList,Reactome Gene Sets,6,R-HSA-1268020,Mitochondrial protein import,,-3.1,17,6.8,30244,65,81,3,3.7,2.1,3313|3329|25813,HSPA9|HSPD1|SAMM50,-1.4
MyList,GO Biological Processes,19,GO:0005976,polysaccharide metabolic process,19_GO:0008152 metabolic process,-3,16,6.5,30244,71,81,3,3.7,2.1,2632|5834|7360,GBE1|PYGB|UGP2,-1.2
MyList,GO Biological Processes,19,GO:0051205,protein insertion into membrane,19_GO:0051179 localization,-3,16,6.5,30244,71,81,3,3.7,2.1,3320|5018|25813,HSP90AA1|OXA1L|SAMM50,-1.2
MyList,GO Biological Processes,19,GO:0006839,mitochondrial transport,19_GO:0051179 localization,-3,9.2,5.4,30244,162,81,4,4.9,2.4,3320|3329|5018|25813,HSP90AA1|HSPD1|OXA1L|SAMM50,-1.2
MyList,Reactome Gene Sets,6,R-HSA-9609507,Protein localization,,-3,9.1,5.4,30244,164,81,4,4.9,2.4,3313|3329|3417|25813,HSPA9|HSPD1|IDH1|SAMM50,-1.2
MyList,Reactome Gene Sets,6,R-HSA-9824439,Bacterial Infection Pathways,,-3,15,6.4,30244,73,81,3,3.7,2.1,2023|3320|5230,ENO1|HSP90AA1|PGK1,-1.2
MyList,Reactome Gene Sets,6,R-HSA-70171,Glycolysis,,-3,15,6.4,30244,73,81,3,3.7,2.1,2023|5230|7167,ENO1|PGK1|TPI1,-1.2
MyList,GO Biological Processes,19,GO:0009410,response to xenobiotic stimulus,19_GO:0050896 response to stimulus,-3,5.2,4.6,30244,427,81,6,7.4,2.9,1503|2180|2203|2987|3320|6652,CTPS1|ACSL1|FBP1|GUK1|HSP90AA1|SORD,-1.2
MyList,GO Biological Processes,19,GO:0006970,response to osmotic stress,19_GO:0050896 response to stimulus,-2.9,15,6.2,30244,76,81,3,3.7,2.1,2203|3320|6652,FBP1|HSP90AA1|SORD,-1.2
MyList,Reactome Gene Sets,6,R-HSA-9759194,Nuclear events mediated by NFE2L2,,-2.9,14,6.1,30244,79,81,3,3.7,2.1,3417|5226|6888,IDH1|PGD|TALDO1,-1.1
MyList,KEGG Pathway,24,hsa03018,RNA degradation,,-2.9,14,6.1,30244,79,81,3,3.7,2.1,2023|3313|3329,ENO1|HSPA9|HSPD1,-1.1
MyList,Reactome Gene Sets,6,R-HSA-1428517,The citric acid (TCA) cycle and respiratory electron transport,,-2.9,8.4,5.1,30244,178,81,4,4.9,2.4,1737|1738|2108|2271,DLAT|DLD|ETFA|FH,-1.1
MyList,GO Biological Processes,19,GO:0072527,pyrimidine-containing compound metabolic process,19_GO:0008152 metabolic process,-2.8,13,5.9,30244,83,81,3,3.7,2.1,1503|1841|6470,CTPS1|DTYMK|SHMT1,-1.1
MyList,GO Biological Processes,19,GO:0051262,protein tetramerization,19_GO:0009987 cellular process,-2.7,12,5.6,30244,90,81,3,3.7,2.1,5018|6470|10056,OXA1L|SHMT1|FARSB,-0.97
MyList,Reactome Gene Sets,6,R-HSA-6798695,Neutrophil degranulation,,-2.7,4.7,4.2,30244,481,81,6,7.4,2.9,353|3320|3417|3614|5236|5834,APRT|HSP90AA1|IDH1|IMPDH1|PGM1|PYGB,-0.96
MyList,GO Biological Processes,19,GO:0043648,dicarboxylic acid metabolic process,19_GO:0008152 metabolic process,-2.7,12,5.6,30244,91,81,3,3.7,2.1,2271|3417|6470,FH|IDH1|SHMT1,-0.96
MyList,Reactome Gene Sets,6,R-HSA-9711123,Cellular response to chemical stress,,-2.7,7.5,4.8,30244,199,81,4,4.9,2.4,538|3417|5226|6888,ATP7A|IDH1|PGD|TALDO1,-0.93
MyList,GO Biological Processes,19,GO:0019751,polyol metabolic process,19_GO:0008152 metabolic process,-2.7,12,5.5,30244,94,81,3,3.7,2.1,2820|6652|7167,GPD2|SORD|TPI1,-0.92
MyList,Reactome Gene Sets,6,R-HSA-1592230,Mitochondrial biogenesis,,-2.7,12,5.5,30244,95,81,3,3.7,2.1,3313|25813|55902,HSPA9|SAMM50|ACSS2,-0.91
MyList,GO Biological Processes,19,GO:0034308,primary alcohol metabolic process,19_GO:0008152 metabolic process,-2.7,12,5.4,30244,96,81,3,3.7,2.1,128|2820|55902,ADH5|GPD2|ACSS2,-0.9
MyList,GO Biological Processes,19,GO:0072594,establishment of protein localization to organelle,19_GO:0051179 localization,-2.6,5.3,4.2,30244,350,81,5,6.2,2.7,3320|3329|5018|6729|25813,HSP90AA1|HSPD1|OXA1L|SRP54|SAMM50,-0.84
MyList,GO Biological Processes,19,GO:0006457,protein folding,19_GO:0009987 cellular process,-2.5,6.8,4.5,30244,219,81,4,4.9,2.4,3313|3320|3329|5479,HSPA9|HSP90AA1|HSPD1|PPIB,-0.79
MyList,GO Biological Processes,19,GO:0009636,response to toxic substance,19_GO:0050896 response to stimulus,-2.5,6.8,4.5,30244,220,81,4,4.9,2.4,128|538|2098|4357,ADH5|ATP7A|ESD|MPST,-0.78
MyList,GO Biological Processes,19,GO:1990748,cellular detoxification,19_GO:0098754 detoxification,-2.5,10,5.1,30244,107,81,3,3.7,2.1,128|538|2098,ADH5|ATP7A|ESD,-0.78
MyList,Reactome Gene Sets,6,R-HSA-9755511,KEAP1-NFE2L2 pathway,,-2.5,10,5.1,30244,107,81,3,3.7,2.1,3417|5226|6888,IDH1|PGD|TALDO1,-0.78
MyList,Reactome Gene Sets,6,R-HSA-156580,Phase II - Conjugation of compounds,,-2.5,10,5,30244,109,81,3,3.7,2.1,2098|7360|27430,ESD|UGP2|MAT2B,-0.75
MyList,Reactome Gene Sets,6,R-HSA-9748784,Drug ADME,,-2.5,10,5,30244,110,81,3,3.7,2.1,2987|3614|3704,GUK1|IMPDH1|ITPA,-0.74
MyList,GO Biological Processes,19,GO:0009063,amino acid catabolic process,19_GO:0008152 metabolic process,-2.5,10,5,30244,111,81,3,3.7,2.1,1738|2108|6470,DLD|ETFA|SHMT1,-0.73
MyList,GO Biological Processes,19,GO:0090150,establishment of protein localization to membrane,19_GO:0051179 localization,-2.5,6.4,4.3,30244,232,81,4,4.9,2.4,3320|5018|6729|25813,HSP90AA1|OXA1L|SRP54|SAMM50,-0.71
MyList,GO Biological Processes,19,GO:0097237,cellular response to toxic substance,19_GO:0050896 response to stimulus,-2.4,9.7,4.8,30244,116,81,3,3.7,2.1,128|538|2098,ADH5|ATP7A|ESD,-0.68
MyList,GO Biological Processes,19,GO:0022904,respiratory electron transport chain,19_GO:0008152 metabolic process,-2.4,9.6,4.8,30244,117,81,3,3.7,2.1,1738|2108|2820,DLD|ETFA|GPD2,-0.67
MyList,GO Biological Processes,19,GO:0098754,detoxification,19_GO:0098754 detoxification,-2.4,9.1,4.7,30244,123,81,3,3.7,2.1,128|538|2098,ADH5|ATP7A|ESD,-0.62
MyList,Reactome Gene Sets,6,R-HSA-196849,Metabolism of water-soluble vitamins and cofactors,,-2.3,9,4.6,30244,124,81,3,3.7,2.1,6470|9054|55163,SHMT1|NFS1|PNPO,-0.61
MyList,Reactome Gene Sets,6,R-HSA-2262752,Cellular responses to stress,,-2.3,3.3,3.4,30244,788,81,7,8.6,3.1,538|2673|3313|3320|3417|5226|6888,ATP7A|GFPT1|HSPA9|HSP90AA1|IDH1|PGD|TALDO1,-0.55
MyList,GO Biological Processes,19,GO:0008033,tRNA processing,19_GO:0008152 metabolic process,-2.2,8.4,4.4,30244,134,81,3,3.7,2.1,16|3735|80324,AARS1|KARS1|PUS1,-0.52
MyList,GO Biological Processes,19,GO:0006605,protein targeting,19_GO:0051179 localization,-2.2,5.6,3.9,30244,265,81,4,4.9,2.4,3320|3329|6729|25813,HSP90AA1|HSPD1|SRP54|SAMM50,-0.52
MyList,WikiPathways,27,WP3888,VEGFA-VEGFR2 signaling,,-2.2,4.3,3.6,30244,432,81,5,6.2,2.7,3320|5226|5230|6729|10056,HSP90AA1|PGD|PGK1|SRP54|FARSB,-0.48
MyList,GO Biological Processes,19,GO:0046394,carboxylic acid biosynthetic process,19_GO:0008152 metabolic process,-2.2,5.5,3.8,30244,274,81,4,4.9,2.4,586|5723|6470|26227,BCAT1|PSPH|SHMT1|PHGDH,-0.47
MyList,GO Biological Processes,19,GO:0016053,organic acid biosynthetic process,19_GO:0008152 metabolic process,-2.2,5.4,3.8,30244,277,81,4,4.9,2.4,586|5723|6470|26227,BCAT1|PSPH|SHMT1|PHGDH,-0.46
MyList,Reactome Gene Sets,6,R-HSA-3781865,Diseases of glycosylation,,-2.2,7.8,4.2,30244,143,81,3,3.7,2.1,2582|2673|5236,GALE|GFPT1|PGM1,-0.45
MyList,GO Biological Processes,19,GO:0009199,ribonucleoside triphosphate metabolic process,19_GO:0008152 metabolic process,-2.1,7.5,4.1,30244,150,81,3,3.7,2.1,1503|3614|3704,CTPS1|IMPDH1|ITPA,-0.39
MyList,Reactome Gene Sets,6,R-HSA-1852241,Organelle biogenesis and maintenance,,-2.1,5,3.6,30244,296,81,4,4.9,2.4,3313|3320|25813|55902,HSPA9|HSP90AA1|SAMM50|ACSS2,-0.36
MyList,GO Biological Processes,19,GO:0031667,response to nutrient levels,19_GO:0050896 response to stimulus,-2.1,4,3.4,30244,471,81,5,6.2,2.7,158|2180|2203|5723|6652,ADSL|ACSL1|FBP1|PSPH|SORD,-0.34
MyList_MCODE_ALL,GO Biological Processes,19,GO:0043604,amide biosynthetic process,19_GO:0008152 metabolic process,-24,29,23,30244,542,36,19,53,8.3,16|1737|1738|3376|3735|4528|51021|51073|51081|51263|54516|55173|57038|63931|64960|64963|64983|84340|123283,AARS1|DLAT|DLD|IARS1|KARS1|MTIF2|MRPS16|MRPL4|MRPS7|MRPL30|MTRF1L|MRPS10|RARS2|MRPS14|MRPS15|MRPS11|MRPL32|GFM2|TARS3,-20
MyList_MCODE_ALL,GO Biological Processes,19,GO:0032543,mitochondrial translation,19_GO:0008152 metabolic process,-23,99,36,30244,110,36,13,36,8,4528|51021|51073|51081|51263|54516|55173|57038|63931|64960|64963|64983|84340,MTIF2|MRPS16|MRPL4|MRPS7|MRPL30|MTRF1L|MRPS10|RARS2|MRPS14|MRPS15|MRPS11|MRPL32|GFM2,-19
MyList_MCODE_ALL,Reactome Gene Sets,6,R-HSA-72766,Translation,,-23,46,27,30244,292,36,16,44,8.3,16|3376|3735|4528|51021|51073|51081|51263|54516|55173|57038|63931|64960|64963|64983|84340,AARS1|IARS1|KARS1|MTIF2|MRPS16|MRPL4|MRPS7|MRPL30|MTRF1L|MRPS10|RARS2|MRPS14|MRPS15|MRPS11|MRPL32|GFM2,-19
MyList_MCODE_ALL,GO Biological Processes,19,GO:0006412,translation,19_GO:0008152 metabolic process,-22,37,24,30244,389,36,17,47,8.3,16|3376|3735|4528|51021|51073|51081|51263|54516|55173|57038|63931|64960|64963|64983|84340|123283,AARS1|IARS1|KARS1|MTIF2|MRPS16|MRPL4|MRPS7|MRPL30|MTRF1L|MRPS10|RARS2|MRPS14|MRPS15|MRPS11|MRPL32|GFM2|TARS3,-19
MyList_MCODE_ALL,GO Biological Processes,19,GO:0043603,amide metabolic process,19_GO:0008152 metabolic process,-22,21,20,30244,799,36,20,56,8.3,16|1737|1738|3376|3735|4528|6470|51021|51073|51081|51263|54516|55173|57038|63931|64960|64963|64983|84340|123283,AARS1|DLAT|DLD|IARS1|KARS1|MTIF2|SHMT1|MRPS16|MRPL4|MRPS7|MRPL30|MTRF1L|MRPS10|RARS2|MRPS14|MRPS15|MRPS11|MRPL32|GFM2|TARS3,-19
MyList_MCODE_ALL,GO Biological Processes,19,GO:0043043,peptide biosynthetic process,19_GO:0008152 metabolic process,-22,34,24,30244,418,36,17,47,8.3,16|3376|3735|4528|51021|51073|51081|51263|54516|55173|57038|63931|64960|64963|64983|84340|123283,AARS1|IARS1|KARS1|MTIF2|MRPS16|MRPL4|MRPS7|MRPL30|MTRF1L|MRPS10|RARS2|MRPS14|MRPS15|MRPS11|MRPL32|GFM2|TARS3,-19
MyList_MCODE_ALL,Reactome Gene Sets,6,R-HSA-5368287,Mitochondrial translation,,-21,1.1e+02,36,30244,93,36,12,33,7.9,4528|51021|51073|51081|51263|54516|55173|63931|64960|64963|64983|84340,MTIF2|MRPS16|MRPL4|MRPS7|MRPL30|MTRF1L|MRPS10|MRPS14|MRPS15|MRPS11|MRPL32|GFM2,-18
MyList_MCODE_ALL,GO Biological Processes,19,GO:0140053,mitochondrial gene expression,19_GO:0008152 metabolic process,-21,77,31,30244,142,36,13,36,8,4528|51021|51073|51081|51263|54516|55173|57038|63931|64960|64963|64983|84340,MTIF2|MRPS16|MRPL4|MRPS7|MRPL30|MTRF1L|MRPS10|RARS2|MRPS14|MRPS15|MRPS11|MRPL32|GFM2,-18
MyList_MCODE_ALL,GO Biological Processes,19,GO:0006518,peptide metabolic process,19_GO:0008152 metabolic process,-20,28,21,30244,513,36,17,47,8.3,16|3376|3735|4528|51021|51073|51081|51263|54516|55173|57038|63931|64960|64963|64983|84340|123283,AARS1|IARS1|KARS1|MTIF2|MRPS16|MRPL4|MRPS7|MRPL30|MTRF1L|MRPS10|RARS2|MRPS14|MRPS15|MRPS11|MRPL32|GFM2|TARS3,-18
MyList_MCODE_ALL,Reactome Gene Sets,6,R-HSA-5419276,Mitochondrial translation termination,,-19,1.1e+02,34,30244,87,36,11,31,7.7,51021|51073|51081|51263|54516|55173|63931|64960|64963|64983|84340,MRPS16|MRPL4|MRPS7|MRPL30|MTRF1L|MRPS10|MRPS14|MRPS15|MRPS11|MRPL32|GFM2,-17
MyList_MCODE_ALL,Reactome Gene Sets,6,R-HSA-5368286,Mitochondrial translation initiation,,-17,97,31,30244,87,36,10,28,7.5,4528|51021|51073|51081|51263|55173|63931|64960|64963|64983,MTIF2|MRPS16|MRPL4|MRPS7|MRPL30|MRPS10|MRPS14|MRPS15|MRPS11|MRPL32,-15
MyList_MCODE_ALL,CORUM,33,CORUM:320,"55S ribosome, mitochondrial",,-16,98,29,30244,77,36,9,25,7.2,51021|51073|51081|51263|55173|63931|64960|64963|64983,MRPS16|MRPL4|MRPS7|MRPL30|MRPS10|MRPS14|MRPS15|MRPS11|MRPL32,-13
MyList_MCODE_ALL,Reactome Gene Sets,6,R-HSA-5389840,Mitochondrial translation elongation,,-15,87,28,30244,87,36,9,25,7.2,51021|51073|51081|51263|55173|63931|64960|64963|64983,MRPS16|MRPL4|MRPS7|MRPL30|MRPS10|MRPS14|MRPS15|MRPS11|MRPL32,-12
MyList_MCODE_ALL,KEGG Pathway,24,hsa03010,Ribosome,,-12,45,20,30244,167,36,9,25,7.2,51021|51073|51081|51263|55173|63931|64960|64963|64983,MRPS16|MRPL4|MRPS7|MRPL30|MRPS10|MRPS14|MRPS15|MRPS11|MRPL32,-10
MyList_MCODE_ALL,CORUM,33,CORUM:315,"28S ribosomal subunit, mitochondrial",,-12,1.7e+02,32,30244,29,36,6,17,6.2,51021|51081|55173|63931|64960|64963,MRPS16|MRPS7|MRPS10|MRPS14|MRPS15|MRPS11,-9.5
MyList_MCODE_ALL,GO Biological Processes,19,GO:0055086,nucleobase-containing small molecule metabolic process,19_GO:0008152 metabolic process,-12,18,14,30244,555,36,12,33,7.9,1503|1737|1738|2673|3417|3614|3735|5226|6470|6888|7360|25996,CTPS1|DLAT|DLD|GFPT1|IDH1|IMPDH1|KARS1|PGD|SHMT1|TALDO1|UGP2|REXO2,-9.5
MyList_MCODE_ALL,GO Biological Processes,19,GO:0006091,generation of precursor metabolites and energy,19_GO:0008152 metabolic process,-11,23,14,30244,372,36,10,28,7.5,1737|1738|2235|2271|2673|3417|5226|5834|6888|7360,DLAT|DLD|FECH|FH|GFPT1|IDH1|PGD|PYGB|TALDO1|UGP2,-8.4
MyList_MCODE_ALL,GO Biological Processes,19,GO:0006520,amino acid metabolic process,19_GO:0008152 metabolic process,-10,27,15,30244,281,36,9,25,7.2,16|1503|1738|2673|3376|3735|6470|57038|123283,AARS1|CTPS1|DLD|GFPT1|IARS1|KARS1|SHMT1|RARS2|TARS3,-8
MyList_MCODE_ALL,KEGG Pathway,24,hsa01200,Carbon metabolism,,-10,51,19,30244,115,36,7,19,6.6,1737|1738|2271|3417|5226|6470|6888,DLAT|DLD|FH|IDH1|PGD|SHMT1|TALDO1,-7.7
MyList_MCODE_ALL,GO Biological Processes,19,GO:0009117,nucleotide metabolic process,19_GO:0008152 metabolic process,-9.8,18,13,30244,478,36,10,28,7.5,1503|1737|1738|3417|3614|3735|5226|6470|6888|25996,CTPS1|DLAT|DLD|IDH1|IMPDH1|KARS1|PGD|SHMT1|TALDO1|REXO2,-7.4
MyList_MCODE_ALL,GO Biological Processes,19,GO:0006753,nucleoside phosphate metabolic process,19_GO:0008152 metabolic process,-9.7,17,12,30244,487,36,10,28,7.5,1503|1737|1738|3417|3614|3735|5226|6470|6888|25996,CTPS1|DLAT|DLD|IDH1|IMPDH1|KARS1|PGD|SHMT1|TALDO1|REXO2,-7.3
MyList_MCODE_ALL,GO Biological Processes,19,GO:0006418,tRNA aminoacylation for protein translation,19_GO:0008152 metabolic process,-8.9,1e+02,22,30244,41,36,5,14,5.8,16|3376|3735|57038|123283,AARS1|IARS1|KARS1|RARS2|TARS3,-6.5
MyList_MCODE_ALL,GO Biological Processes,19,GO:0043039,tRNA aminoacylation,19_GO:0008152 metabolic process,-8.7,95,22,30244,44,36,5,14,5.8,16|3376|3735|57038|123283,AARS1|IARS1|KARS1|RARS2|TARS3,-6.4
MyList_MCODE_ALL,GO Biological Processes,19,GO:0043038,amino acid activation,19_GO:0008152 metabolic process,-8.7,93,21,30244,45,36,5,14,5.8,16|3376|3735|57038|123283,AARS1|IARS1|KARS1|RARS2|TARS3,-6.3
MyList_MCODE_ALL,WikiPathways,27,WP2453,TCA cycle and deficiency of pyruvate dehydrogenase complex (PDHc),,-8.5,2.1e+02,29,30244,16,36,4,11,5.2,1737|1738|2271|3417,DLAT|DLD|FH|IDH1,-6.2
MyList_MCODE_ALL,KEGG Pathway,24,hsa00970,Aminoacyl-tRNA biosynthesis,,-7.8,64,18,30244,66,36,5,14,5.8,16|3376|3735|57038|123283,AARS1|IARS1|KARS1|RARS2|TARS3,-5.5
MyList_MCODE_ALL,GO Biological Processes,19,GO:0015980,energy derivation by oxidation of organic compounds,19_GO:0008152 metabolic process,-7.6,22,12,30244,264,36,7,19,6.6,1737|1738|2271|2673|3417|5834|7360,DLAT|DLD|FH|GFPT1|IDH1|PYGB|UGP2,-5.4
MyList_MCODE_ALL,KEGG Pathway,24,hsa01240,Biosynthesis of cofactors,,-7.6,33,14,30244,153,36,6,17,6.2,1503|1738|2235|6470|7360|55163,CTPS1|DLD|FECH|SHMT1|UGP2|PNPO,-5.3
MyList_MCODE_ALL,KEGG Pathway,24,hsa00020,Citrate cycle (TCA cycle),,-7.3,1.1e+02,21,30244,30,36,4,11,5.2,1737|1738|2271|3417,DLAT|DLD|FH|IDH1,-5.1
MyList_MCODE_ALL,Reactome Gene Sets,6,R-HSA-379724,tRNA Aminoacylation,,-6.7,80,18,30244,42,36,4,11,5.2,16|3376|3735|57038,AARS1|IARS1|KARS1|RARS2,-4.5
MyList_MCODE_ALL,GO Biological Processes,19,GO:0009165,nucleotide biosynthetic process,19_GO:0008152 metabolic process,-6.2,19,10,30244,263,36,6,17,6.2,1503|1737|1738|3614|3735|6470,CTPS1|DLAT|DLD|IMPDH1|KARS1|SHMT1,-4.1
MyList_MCODE_ALL,GO Biological Processes,19,GO:1901293,nucleoside phosphate biosynthetic process,19_GO:0008152 metabolic process,-6.2,19,10,30244,265,36,6,17,6.2,1503|1737|1738|3614|3735|6470,CTPS1|DLAT|DLD|IMPDH1|KARS1|SHMT1,-4
MyList_MCODE_ALL,GO Biological Processes,19,GO:0005975,carbohydrate metabolic process,19_GO:0008152 metabolic process,-6.1,13,9,30244,441,36,7,19,6.6,1737|3417|5226|5236|5834|6888|7360,DLAT|IDH1|PGD|PGM1|PYGB|TALDO1|UGP2,-4
MyList_MCODE_ALL,GO Biological Processes,19,GO:0072521,purine-containing compound metabolic process,19_GO:0008152 metabolic process,-6.1,13,8.9,30244,450,36,7,19,6.6,1737|1738|3417|3614|5226|6470|6888,DLAT|DLD|IDH1|IMPDH1|PGD|SHMT1|TALDO1,-3.9
MyList_MCODE_ALL,GO Biological Processes,19,GO:0042026,protein refolding,19_GO:0009987 cellular process,-5.8,1.3e+02,19,30244,20,36,3,8.3,4.6,3313|3320|3329,HSPA9|HSP90AA1|HSPD1,-3.7
MyList_MCODE_ALL,GO Biological Processes,19,GO:0072524,pyridine-containing compound metabolic process,19_GO:0008152 metabolic process,-5.6,43,13,30244,78,36,4,11,5.2,3417|5226|6888|55163,IDH1|PGD|TALDO1|PNPO,-3.6
MyList_MCODE_ALL,GO Biological Processes,19,GO:0090407,organophosphate biosynthetic process,19_GO:0008152 metabolic process,-5.5,11,8,30244,541,36,7,19,6.6,1503|1737|1738|3614|3735|6470|55163,CTPS1|DLAT|DLD|IMPDH1|KARS1|SHMT1|PNPO,-3.5
MyList_MCODE_ALL,Reactome Gene Sets,6,R-HSA-379716,Cytosolic tRNA aminoacylation,,-5.5,1.1e+02,18,30244,24,36,3,8.3,4.6,16|3376|3735,AARS1|IARS1|KARS1,-3.5
MyList_MCODE_ALL,GO Biological Processes,19,GO:0006399,tRNA metabolic process,19_GO:0008152 metabolic process,-5.5,22,10,30244,194,36,5,14,5.8,16|3376|3735|57038|123283,AARS1|IARS1|KARS1|RARS2|TARS3,-3.4
MyList_MCODE_ALL,WikiPathways,27,WP3925,Amino acid metabolism,,-5.4,37,12,30244,91,36,4,11,5.2,1738|2271|3376|3417,DLD|FH|IARS1|IDH1,-3.3
MyList_MCODE_ALL,Reactome Gene Sets,6,R-HSA-8982491,Glycogen metabolism,,-5.4,93,17,30244,27,36,3,8.3,4.6,5236|5834|7360,PGM1|PYGB|UGP2,-3.3
MyList_MCODE_ALL,KEGG Pathway,24,hsa00030,Pentose phosphate pathway,,-5.2,84,16,30244,30,36,3,8.3,4.6,5226|5236|6888,PGD|PGM1|TALDO1,-3.2
MyList_MCODE_ALL,GO Biological Processes,19,GO:0006099,tricarboxylic acid cycle,19_GO:0008152 metabolic process,-5.1,76,15,30244,33,36,3,8.3,4.6,1737|2271|3417,DLAT|FH|IDH1,-3.1
MyList_MCODE_ALL,GO Biological Processes,19,GO:0006163,purine nucleotide metabolic process,19_GO:0008152 metabolic process,-5,12,7.8,30244,420,36,6,17,6.2,1737|1738|3417|3614|5226|6888,DLAT|DLD|IDH1|IMPDH1|PGD|TALDO1,-3
MyList_MCODE_ALL,GO Biological Processes,19,GO:0006739,NADP metabolic process,19_GO:0008152 metabolic process,-5,70,14,30244,36,36,3,8.3,4.6,3417|5226|6888,IDH1|PGD|TALDO1,-3
MyList_MCODE_ALL,KEGG Pathway,24,hsa00500,Starch and sucrose metabolism,,-5,70,14,30244,36,36,3,8.3,4.6,5236|5834|7360,PGM1|PYGB|UGP2,-3
MyList_MCODE_ALL,KEGG Pathway,24,hsa01250,Biosynthesis of nucleotide sugars,,-4.9,68,14,30244,37,36,3,8.3,4.6,2673|5236|7360,GFPT1|PGM1|UGP2,-3
MyList_MCODE_ALL,WikiPathways,27,WP500,Glycogen synthesis and degradation,,-4.8,63,14,30244,40,36,3,8.3,4.6,5236|5834|7360,PGM1|PYGB|UGP2,-2.9
MyList_MCODE_ALL,WikiPathways,27,WP5220,Metabolic reprogramming in pancreatic cancer,,-4.8,60,13,30244,42,36,3,8.3,4.6,1737|1738|2673,DLAT|DLD|GFPT1,-2.8
MyList_MCODE_ALL,WikiPathways,27,WP4290,Metabolic reprogramming in colon cancer,,-4.8,60,13,30244,42,36,3,8.3,4.6,2271|5226|6888,FH|PGD|TALDO1,-2.8
MyList_MCODE_ALL,KEGG Pathway,24,hsa00620,Pyruvate metabolism,,-4.6,54,12,30244,47,36,3,8.3,4.6,1737|1738|2271,DLAT|DLD|FH,-2.7
MyList_MCODE_ALL,CORUM,33,CORUM:324,"39S ribosomal subunit, mitochondrial",,-4.6,53,12,30244,48,36,3,8.3,4.6,51073|51263|64983,MRPL4|MRPL30|MRPL32,-2.7
MyList_MCODE_ALL,Reactome Gene Sets,6,R-HSA-71387,Metabolism of carbohydrates,,-4.6,14,7.9,30244,297,36,5,14,5.8,5226|5236|5834|6888|7360,PGD|PGM1|PYGB|TALDO1|UGP2,-2.7
MyList_MCODE_ALL,KEGG Pathway,24,hsa00520,Amino sugar and nucleotide sugar metabolism,,-4.6,51,12,30244,49,36,3,8.3,4.6,2673|5236|7360,GFPT1|PGM1|UGP2,-2.6
MyList_MCODE_ALL,GO Biological Processes,19,GO:0034660,ncRNA metabolic process,19_GO:0008152 metabolic process,-4.5,9.7,6.9,30244,520,36,6,17,6.2,16|3376|3735|57038|64963|123283,AARS1|IARS1|KARS1|RARS2|MRPS11|TARS3,-2.6
MyList_MCODE_ALL,Reactome Gene Sets,6,R-HSA-71406,Pyruvate metabolism and Citric Acid (TCA) cycle,,-4.4,46,11,30244,55,36,3,8.3,4.6,1737|1738|2271,DLAT|DLD|FH,-2.5
MyList_MCODE_ALL,GO Biological Processes,19,GO:0009060,aerobic respiration,19_GO:0008152 metabolic process,-4.4,21,8.7,30244,163,36,4,11,5.2,1737|1738|2271|3417,DLAT|DLD|FH|IDH1,-2.5
MyList_MCODE_ALL,GO Biological Processes,19,GO:0006081,cellular aldehyde metabolic process,19_GO:0008152 metabolic process,-4.3,41,11,30244,61,36,3,8.3,4.6,3417|6888|55163,IDH1|TALDO1|PNPO,-2.4
MyList_MCODE_ALL,GO Biological Processes,19,GO:0006112,energy reserve metabolic process,19_GO:0008152 metabolic process,-4.2,39,11,30244,65,36,3,8.3,4.6,2673|5834|7360,GFPT1|PYGB|UGP2,-2.3
MyList_MCODE_ALL,GO Biological Processes,19,GO:1901137,carbohydrate derivative biosynthetic process,19_GO:0008152 metabolic process,-4.2,8.5,6.4,30244,594,36,6,17,6.2,1503|1737|1738|2673|3614|6470,CTPS1|DLAT|DLD|GFPT1|IMPDH1|SHMT1,-2.3
MyList_MCODE_ALL,KEGG Pathway,24,hsa00010,Glycolysis / Gluconeogenesis,,-4.2,38,10,30244,67,36,3,8.3,4.6,1737|1738|5236,DLAT|DLD|PGM1,-2.3
